6.95312e-310,2.32223e-314,0.883772,0.893781,0.521856
6.95323e-310,6.95327e-310,0,2.4579,3.47599
6.95312e-310,0.600804,0.648943,0.702257,0.563058
2.02369e-320,1.35181,0.915179,0.921712,0.624002
6.95312e-310,1.01856e-312,0.626227,1.3655,0.761639
6.95322e-310,6.95312e-310,0.0429091,0.218766,0.0319675
6.95312e-310,6.95312e-310,1.43279e-322,0.623594,0.0368829
0,0.584247,4.94066e-324,0.540377,0.033029
6.95312e-310,0.540073,1.53503e-314,0.528915,0.0313342
2.32219e-314,0.593027,6.95312e-310,0.548445,0.0317166
0,0.624757,6.95323e-310,0.465226,0.0335819
1.84176e+307,0.726852,0,0.298851,0.022607
6.95327e-310,0.757717,4.94066e-324,0.228899,0.0198744
6.95322e-310,0.920381,4.94066e-324,0.161824,0.0162282
0,0.942929,0.0499149,0.154164,0.0154373
2.32219e-314,0.898258,2.32223e-314,0.147609,0.0145577
6.95327e-310,1.02535,7.90505e-323,0.14701,0.0141762
6.95323e-310,0.914446,0.0450002,0.135184,0.0133533
0,0.845038,0.0418245,0.104177,0.0111502
0,0.985559,0.0444394,0.110947,0.0111223
4.94066e-324,0.935457,0,0.0856192,0.00961875
6.92907e-310,0.975088,0.0431694,0.0695346,0.00848876
6.95312e-310,0.925602,0.0408608,0.0809637,0.00914305
6.95323e-310,0.912298,0.0398181,0.0597892,0.00767866
0,0.679609,0.0319166,0.0562408,0.00721798
3.95253e-323,0.428205,0.0251247,0.0388137,0.00623279
6.95312e-310,0.44462,7.90505e-323,0.0479423,0.00646882
2.96439e-323,0.351929,0,0.0388667,0.00577572
6.95312e-310,0.159336,0,0.0362911,0.00563344
6.95323e-310,0.157669,6.95312e-310,0.0301062,0.00497162
6.95312e-310,0.213127,6.95312e-310,0.0355188,0.00533299
6.92907e-310,0.190207,0,0.032772,0.00509043
6.95293e-310,0.130034,2.32223e-314,0.0408018,0.00604258
2.32219e-314,0.0813838,1.97626e-323,0.0277729,0.00478986
6.95312e-310,0.0714559,2.32223e-314,0.0202992,0.00432919
6.92907e-310,0.0964414,7.90505e-323,0.0270867,0.00519446
6.95312e-310,0.122154,0.0126772,0.0316128,0.00530265
6.92907e-310,0.114274,0.0123735,0.0274576,0.00495904
6.92907e-310,0.0568584,0.00854273,0.0230428,0.00461595
6.92907e-310,0.0584423,0.00888163,0.0333274,0.00574334
2.19963e-314,0.0380838,0.00710926,0.0158859,0.00375643
0,0.0482251,0.00809118,0.01882,0.0042244
6.92907e-310,0.0581007,0.00873076,0.0296447,0.00511462
2.19963e-314,0.0564093,0.00877204,0.0262635,0.00522687
2.19756e-314,0.0722911,0.0101252,0.0254753,0.00492811
6.92907e-310,0.0615426,0.00924072,0.0239705,0.0047239
6.95312e-310,1.84176e+307,0.00797166,0.0323868,0.00535938
6.95323e-310,6.95312e-310,0.00717917,0.0290709,0.0052521
2.19755e-314,2.32223e-314,0.00595414,0.0197206,0.00422131
0,6.95327e-310,0.00818297,0.017458,0.00401934
6.92907e-310,nan,0.007496,0.0244612,0.00473093
2.96439e-323,0,0.0084155,0.0247791,0.00524284
6.92907e-310,6.95312e-310,0.00627267,0.0304584,0.00533495
0,6.95323e-310,2.94756e-306,0.0348171,0.00576429
0,0.0296403,0,0.028725,0.00527501
6.95312e-310,6.95312e-310,6.95312e-310,0.0256751,0.00506158
6.95312e-310,0.0163422,6.95312e-310,0.0166074,0.00413867
6.92906e-310,0.0261114,1.63042e-322,0.0331334,0.00580654
6.95312e-310,0.0233322,nan,0.0174456,0.00434824
2.32217e-314,0.0289893,5.6885e-314,0.0209991,0.00460194
