0.249167,1.35085,-0.579058,0.0568951
0.249167,1.35964,-0.198238,0.0489807
0.249167,1.36843,-0.168672,0.0498277
0.249167,1.37722,-0.145831,0.0466204
0.249167,1.38601,-0.00737105,0.0505855
0.249167,1.3948,0.133183,0.049018
0.295833,1.35085,-0.178456,0.0899459
0.295833,1.35964,-0.0434782,0.0857105
0.295833,1.36843,0.153203,0.0869515
0.295833,1.37722,0.178001,0.0846035
0.295833,1.38601,0.132353,0.0870096
0.295833,1.3948,0.416667,0.0994907
0.348333,1.35085,-0.108273,0.117333
0.348333,1.35964,0.111111,0.127139
0.348333,1.36843,0.135053,0.117713
0.348333,1.37722,0.0703396,0.119365
0.348333,1.38601,0.0126582,0.11293
0.348333,1.3948,0.222222,0.121149
