0.249167,1.46681,-0.264783,0.128292
0.249167,1.48622,-0.222143,0.123566
0.249167,1.50562,0.604598,0.130591
0.249167,1.52502,0.915479,0.167389
0.249167,1.54443,0.675,0.139754
0.299722,1.46681,-0.185266,0.197219
0.299722,1.48622,0.142939,0.271034
0.299722,1.50562,0.368349,0.245928
0.299722,1.52502,0.478197,0.232914
0.299722,1.54443,0.636364,0.358897
0.349306,1.46681,0.124918,0.253028
0.349306,1.48622,0.42864,0.412128
0.349306,1.50562,0.39993,0.341627
0.349306,1.52502,0.599947,0.370103
0.349306,1.54443,0.625,0.296549
