0.249167,1.219,-0.812412,0.061805
0.249167,1.24097,-0.81854,0.0598137
0.249167,1.26295,-0.795501,0.0600864
0.249167,1.28493,-0.810345,0.0620455
0.249167,1.3069,0.656212,0.0583231
0.295833,1.219,-0.76766,0.0762437
0.295833,1.24097,-0.800766,0.080744
0.295833,1.26295,-0.761539,0.0793165
0.295833,1.28493,-0.8,0.0808623
0.295833,1.3069,0.572536,0.0741988
0.348333,1.219,-0.454651,0.191579
0.348333,1.24097,-0.454545,0.166007
0.348333,1.26295,-0.348837,0.161873
0.348333,1.28493,-0.263158,0.13735
0.348333,1.3069,0.727241,0.152913
